ID,가격(백만원)
TEST_129,81.1690195088249
TEST_130,76.03887906747502
TEST_131,18.010191113418273
TEST_132,25.099124039191988
TEST_133,40.253980833933284
TEST_134,21.237903479618357
TEST_135,79.5085542338044
TEST_136,59.74182983442568
TEST_137,63.81891344774824
TEST_138,72.48862460540884
TEST_139,28.323698558591843
TEST_140,27.86546949924285
TEST_141,55.75821232808862
TEST_142,24.6785901573334
TEST_143,72.40755358863767
TEST_144,22.536854552395763
TEST_145,73.58577610148895
TEST_146,70.0313461353646
TEST_147,28.71602958604573
TEST_148,53.720941598137664
TEST_149,65.42433829452715
TEST_150,65.1243579206495
TEST_151,130.19119188616543
TEST_152,77.85158787980563
TEST_153,37.57692950590754
TEST_154,63.86890377788855
TEST_155,151.3944918454789
TEST_156,22.62708646733818
TEST_157,65.4472582264868
TEST_158,96.90022018506514
TEST_159,81.21077191155923
TEST_160,40.92635760251808
TEST_161,60.75389328923975
TEST_162,38.63577103153725
TEST_163,53.84314445535622
TEST_164,48.56661895041436
TEST_165,72.24819531851689
TEST_166,40.136507389756495
TEST_167,125.06637803752055
TEST_168,81.37009032589683
TEST_169,150.8518643488749
TEST_170,150.9591836752959
TEST_171,96.94013150532543
TEST_172,60.542277665710316
TEST_173,38.86384926518483
TEST_174,22.832856907729504
TEST_175,23.437251168602387
TEST_176,50.42280532379719
TEST_177,48.074497958003825
TEST_178,58.321131836022005
TEST_179,24.06179471335499
TEST_180,96.96340008289746
TEST_181,158.5684848672058
TEST_182,58.767451575837256
TEST_183,21.956468895508554
TEST_184,27.99128418297786
TEST_185,38.89936805004489
TEST_186,58.83978700441805
TEST_187,37.93185366939021
TEST_188,23.363018130832664
TEST_189,28.235186468628626
TEST_190,150.6190016175825
TEST_191,24.17726830144995
TEST_192,38.847458068162105
TEST_193,96.9936986282781
TEST_194,21.525156111936617
TEST_195,78.7819060202838
TEST_196,99.99414806148549
TEST_197,47.8857371179691
TEST_198,40.06506486255183
TEST_199,22.601174062633625
TEST_200,35.88548714134497
TEST_201,101.89593352343181
TEST_202,55.8927233094596
TEST_203,58.611758212709255
TEST_204,35.90814981859349
TEST_205,22.678308262652003
TEST_206,72.48862460540884
TEST_207,58.0388522277579
TEST_208,70.18463588911784
TEST_209,35.40311891253236
TEST_210,35.449709576665846
TEST_211,155.32851058389824
TEST_212,40.41470956707002
TEST_213,100.28281474779466
TEST_214,74.61407768590986
TEST_215,21.79510389426682
TEST_216,65.42433829452715
TEST_217,80.01053424916573
TEST_218,63.30905932086848
TEST_219,48.33929244680576
TEST_220,37.66288121056811
TEST_221,46.67180644639879
TEST_222,115.08604045414909
TEST_223,160.2652649409295
TEST_224,72.48862460540884
TEST_225,38.039363112310134
TEST_226,78.23616068084924
TEST_227,58.83978700441805
TEST_228,41.356722607574056
TEST_229,69.13216481726448
TEST_230,79.49328192369956
TEST_231,79.9627889290824
TEST_232,40.71144203215797
TEST_233,155.4418381554747
TEST_234,99.18163586687388
TEST_235,34.934884424866
TEST_236,130.22057343296993
TEST_237,53.91575952286201
TEST_238,69.68914932990643
TEST_239,83.23712689514684
TEST_240,53.93955630056826
TEST_241,98.84955102211126
TEST_242,41.00203931696965
TEST_243,59.7220523748166
TEST_244,63.97793851642411
TEST_245,79.42145583530073
TEST_246,158.95056332620732
TEST_247,121.08181134004836
TEST_248,79.99293338531068
TEST_249,33.89597599892355
TEST_250,41.292297453558206
TEST_251,33.886496106607616
TEST_252,124.0513493359916
TEST_253,41.11517589325227
TEST_254,64.47145301579977
TEST_255,160.15773448768525
TEST_256,22.235947738182546
TEST_257,63.68764376602549
TEST_258,74.37784334096716
TEST_259,80.32340971963426
TEST_260,130.15203916895723
TEST_261,27.78569746535592
TEST_262,28.31171143430562
TEST_263,17.729224664766488
TEST_264,23.494984425358677
TEST_265,34.93474292675499
TEST_266,120.81290438085723
TEST_267,37.73155707697104
TEST_268,64.19792206256525
TEST_269,71.60400583026892
TEST_270,40.46098198335653
TEST_271,127.32539613699721
TEST_272,28.608466081137728
TEST_273,28.067338946787967
TEST_274,17.111008300848265
TEST_275,40.854401009865676
TEST_276,65.46597922297059
TEST_277,52.7385843787594
TEST_278,47.92831915821272
TEST_279,39.568882239896936
TEST_280,23.580794656414223
TEST_281,90.7858139083049
TEST_282,77.93020289013532
TEST_283,35.65419760075608
TEST_284,120.94646637432653
TEST_285,21.080952996487426
TEST_286,27.753386864500445
TEST_287,120.29394367026035
TEST_288,119.40823682977275
TEST_289,47.94635742239297
TEST_290,34.336554356923806
TEST_291,101.8297736805583
TEST_292,27.35944055920717
TEST_293,73.93122734018141
TEST_294,64.16393735532758
TEST_295,99.34233716070368
TEST_296,28.221802417031075
TEST_297,28.05499944254644
TEST_298,38.57145878216407
TEST_299,62.52451905322627
TEST_300,34.94927770062756
TEST_301,57.60069336183497
TEST_302,40.350637163681334
TEST_303,19.849074397804273
TEST_304,82.53338369284243
TEST_305,48.58343508649337
TEST_306,124.25504802468251
TEST_307,74.40199032088825
TEST_308,39.60069831369906
TEST_309,73.69767075437002
TEST_310,34.57767013774417
TEST_311,52.73130263467651
TEST_312,63.30905932086848
TEST_313,78.23003954036771
TEST_314,97.31468693097757
TEST_315,23.677347497080365
TEST_316,38.76571377618639
TEST_317,23.802305999248357
TEST_318,100.17997304616847
TEST_319,37.58201642911166
TEST_320,97.3004310026105
TEST_321,73.85075837442571
TEST_322,54.627256417783315
TEST_323,73.29576313691831
TEST_324,96.89437472365847
TEST_325,121.63343624805073
TEST_326,24.168889787865933
TEST_327,69.68914932990643
TEST_328,80.09891378441972
TEST_329,23.99510178656877
TEST_330,27.738561563980156
TEST_331,158.58851990727763
TEST_332,24.080644757166098
TEST_333,38.98256663262332
TEST_334,33.8981013189492
TEST_335,100.0433562881112
TEST_336,57.587311042400344
TEST_337,47.00964127212692
TEST_338,99.20410717132722
TEST_339,64.36059728535857
TEST_340,74.56042999504344
TEST_341,34.871738888814136
TEST_342,22.534186731589045
TEST_343,41.10574813087426
TEST_344,118.90151747744089
TEST_345,100.0909528656753
TEST_346,120.67521204771806
TEST_347,21.29712370452983
TEST_348,127.04193857541651
TEST_349,57.70266718163121
TEST_350,76.71272331162059
TEST_351,80.3510694813572
TEST_352,39.28187450205122
TEST_353,39.34618454759062
TEST_354,71.8969620564451
TEST_355,93.75957594464509
TEST_356,41.5841932753807
TEST_357,24.764027707127195
TEST_358,47.61809647300053
TEST_359,100.18305362956202
TEST_360,23.23552428718811
TEST_361,21.963110838275952
TEST_362,22.201521862529976
TEST_363,39.407878948313616
TEST_364,38.82613232330816
TEST_365,35.74419463371013
TEST_366,48.31569751135084
TEST_367,88.41037023626966
TEST_368,55.66462070630123
TEST_369,79.26884325677206
TEST_370,71.79621103490337
TEST_371,100.13498022863394
TEST_372,40.17380484907952
TEST_373,35.94606042286982
TEST_374,97.24894699252245
TEST_375,120.90658872498368
TEST_376,38.64682540509867
TEST_377,40.46777997319215
TEST_378,39.773244386634154
TEST_379,21.33322496258372
TEST_380,39.15543581385588
TEST_381,22.439180369773478
TEST_382,24.70873061610856
TEST_383,73.6075813932183
TEST_384,24.05585212649881
TEST_385,41.15222654203215
TEST_386,159.1391352724604
TEST_387,40.49607065947423
TEST_388,48.58845235536864
TEST_389,63.97343811015666
TEST_390,46.80490684165203
TEST_391,63.382517733397286
TEST_392,25.33568278570545
TEST_393,127.95934712519704
TEST_394,38.92967631467075
TEST_395,59.82500481277248
TEST_396,35.88495309302691
TEST_397,93.54624029389176
TEST_398,40.69850831939689
TEST_399,27.773506314937574
TEST_400,22.84412276103648
TEST_401,99.07960073395674
TEST_402,34.325689536009875
TEST_403,20.932054776637504
TEST_404,63.94435481823683
TEST_405,39.40418208592249
TEST_406,34.27759772554339
TEST_407,100.05603938607855
TEST_408,80.05212124425296
TEST_409,58.767451575837256
TEST_410,33.8649521089886
TEST_411,65.20818434308508
TEST_412,27.780229761956097
TEST_413,65.00199676520448
TEST_414,70.03453067296428
TEST_415,59.71767709516442
TEST_416,38.93666899469391
TEST_417,41.33248994415103
TEST_418,119.44487592504727
TEST_419,130.31762330030594
TEST_420,41.07091783976955
TEST_421,99.52031095120066
TEST_422,57.67814914507021
TEST_423,28.158357263095418
TEST_424,155.3563196050965
TEST_425,65.13468275863687
TEST_426,28.213167394656192
TEST_427,59.718064032350306
TEST_428,37.67556866215994
TEST_429,80.20770468588134
TEST_430,38.52618866721491
TEST_431,63.8657128545328
TEST_432,53.92709145853749
TEST_433,17.281610200945945
TEST_434,72.37418719776284
TEST_435,23.668446287344228
TEST_436,38.66180142258074
TEST_437,79.34420211581865
TEST_438,37.770349157509365
TEST_439,77.67472897016451
TEST_440,75.46946874647752
TEST_441,41.086785929137314
TEST_442,100.92445833711415
TEST_443,73.72514823438097
TEST_444,74.05783282255312
TEST_445,52.43589391920647
TEST_446,34.04133131215736
TEST_447,57.70266718163121
TEST_448,63.75103317877974
TEST_449,80.18568274683477
TEST_450,82.41670848116874
TEST_451,99.93548777710122
TEST_452,16.467252500104845
TEST_453,69.42462928338566
TEST_454,57.54910503870656
TEST_455,27.18978785164484
TEST_456,50.719019708553525
TEST_457,38.96401179546079
TEST_458,28.325840612453177
TEST_459,23.59743555401678
TEST_460,22.19196493461229
TEST_461,96.92980092186359
TEST_462,34.4235964457576
TEST_463,54.87422603382859
TEST_464,78.37060570873582
TEST_465,121.04922384120796
TEST_466,51.293777826383376
TEST_467,158.5337718885666
TEST_468,80.21499174714535
TEST_469,41.141025353416396
TEST_470,62.93115085615608
TEST_471,48.17111696864483
TEST_472,27.91930443870384
TEST_473,38.99877637890994
TEST_474,40.68533861985076
TEST_475,35.5381721708891
TEST_476,119.93596004762007
TEST_477,59.77291105378742
TEST_478,62.36395002751621
TEST_479,65.4066924994804
TEST_480,41.21780919557479
TEST_481,60.75704765364354
TEST_482,150.60488924643312
TEST_483,77.785928557585
TEST_484,27.979075721757486
TEST_485,53.86378064426372
TEST_486,65.35446250544102
TEST_487,69.7524365983614
TEST_488,28.119147521622597
TEST_489,23.372083175316785
TEST_490,28.067338946787967
TEST_491,38.947822268704485
TEST_492,59.74182983442568
TEST_493,59.94989461414772
TEST_494,80.28777910168486
TEST_495,41.10574813087426
TEST_496,37.66288121056811
TEST_497,77.85158787980563
TEST_498,84.93942822140538
TEST_499,99.18797964191674
TEST_500,60.71079765521334
TEST_501,129.95586760878373
TEST_502,23.925373869651107
TEST_503,74.13109310244195
TEST_504,74.66913387137461
TEST_505,68.08166405390706
TEST_506,159.58368545021133
TEST_507,12.19317255644765
TEST_508,80.03694362658949
TEST_509,59.729480633856085
TEST_510,50.69214835020361
TEST_511,18.133522671666995
TEST_512,38.43578024117406
TEST_513,97.50312526564363
TEST_514,59.729976973551416
TEST_515,39.07193951358015
TEST_516,63.75103317877974
TEST_517,27.750435724427543
TEST_518,74.23403265227182
TEST_519,63.60567977887638
TEST_520,69.57928082852959
TEST_521,96.9151130152947
TEST_522,17.24759783968816
TEST_523,37.250691208452814
TEST_524,47.71532255850461
TEST_525,18.43502603961651
TEST_526,73.67032012579278
TEST_527,71.21548367302513
TEST_528,64.1548350914307
TEST_529,25.030619722298923
TEST_530,130.22057343296993
TEST_531,25.01086719154101
TEST_532,127.62080460396082
TEST_533,53.37627864429644
TEST_534,158.61861452892478
TEST_535,79.67193147895382
TEST_536,34.38925306085766
TEST_537,77.43641091657366
TEST_538,80.19339752888503
TEST_539,27.697935863109894
TEST_540,123.91976787826101
TEST_541,120.67684115991453
TEST_542,22.219407067393593
TEST_543,62.613705081702236
TEST_544,64.9542810224963
TEST_545,121.05447903819703
TEST_546,72.24819531851689
TEST_547,59.77332096723124
TEST_548,23.002604481463685
TEST_549,38.95484621204793
TEST_550,21.777365168921452
TEST_551,25.267624104639058
TEST_552,40.62513291543816
TEST_553,79.9627889290824
TEST_554,22.82033755824313
TEST_555,63.79024225780503
TEST_556,100.4542608730385
TEST_557,48.16398888479291
TEST_558,22.881427850225645
TEST_559,36.06077346214211
TEST_560,80.12830868931223
TEST_561,37.11126242962891
TEST_562,20.362242581736506
TEST_563,98.93178301794846
TEST_564,27.72366589475152
TEST_565,79.9142298681774
TEST_566,73.71700038061533
TEST_567,24.114850021130348
TEST_568,23.624743458637816
TEST_569,78.94958621006062
TEST_570,59.75409792155802
TEST_571,124.27128417670203
TEST_572,28.698418317778618
TEST_573,24.050629303528126
TEST_574,36.05704868074394
TEST_575,41.31576439879984
TEST_576,80.40762471787524
TEST_577,79.34735998327967
TEST_578,118.28942167749554
TEST_579,47.33874816330498
TEST_580,28.276966593977235
TEST_581,57.93350885149561
TEST_582,27.896638946103693
TEST_583,60.48942283599988
TEST_584,74.72123286719187
TEST_585,39.883604905784935
TEST_586,63.9427519512919
TEST_587,28.114393851232546
TEST_588,22.16456129840772
TEST_589,34.04341725869124
TEST_590,159.866918350191
TEST_591,28.233649694391502
TEST_592,114.76996771868514
TEST_593,88.08169655038064
TEST_594,28.053828615109314
TEST_595,23.646121524751205
TEST_596,36.07704189051619
TEST_597,159.80108831613413
TEST_598,158.63597371090344
TEST_599,23.708641216833193
TEST_600,38.769003176029685
TEST_601,28.119147521622597
TEST_602,23.26580925005158
TEST_603,99.3823043543047
TEST_604,21.525156111936617
TEST_605,78.28269341561207
TEST_606,60.55013673380848
TEST_607,70.02588178426555
TEST_608,34.08769556588811
TEST_609,35.41545798608726
TEST_610,155.94672862048893
TEST_611,118.7224322406546
TEST_612,80.09320172075694
TEST_613,28.350370601402837
TEST_614,24.099526211072256
TEST_615,22.545308314983295
TEST_616,37.93185366939021
TEST_617,97.5565598083
TEST_618,80.06157251775515
TEST_619,33.8649521089886
TEST_620,59.76550045327141
TEST_621,79.67564705694444
TEST_622,119.32281743170661
TEST_623,63.85684401795541
TEST_624,40.16012531729802
TEST_625,20.618098445077646
TEST_626,35.82023313409717
TEST_627,34.37974580883516
TEST_628,33.94485092225217
TEST_629,79.75689660510122
TEST_630,40.887344703240665
TEST_631,23.53625806125222
TEST_632,23.06764154892419
TEST_633,23.99510178656877
TEST_634,40.0101738313355
TEST_635,100.04610889184433
TEST_636,23.00809211981777
TEST_637,130.99877104966774
TEST_638,80.07382549056358
TEST_639,159.34149000509268
TEST_640,158.93895840328915
TEST_641,24.9476631305223
TEST_642,72.18657756783976
TEST_643,27.787703069193828
TEST_644,17.45787731866613
TEST_645,78.13084136632983
TEST_646,73.72514823438097
TEST_647,99.09113953896036
TEST_648,47.98747932517628
TEST_649,34.47487859262516
TEST_650,79.4258976239362
TEST_651,24.00850293741538
TEST_652,18.870931402575952
TEST_653,28.165627432847405
TEST_654,77.44207705952016
TEST_655,77.85158787980563
TEST_656,38.77200563042996
TEST_657,28.13406500692448
TEST_658,23.753899203524533
TEST_659,55.96362559311968
TEST_660,69.01272579380226
TEST_661,120.33246808220733
TEST_662,65.46597922297059
TEST_663,159.55853818715875
TEST_664,48.074497958003825
TEST_665,159.52995970931482
TEST_666,59.01532029070056
TEST_667,114.56427606255747
TEST_668,38.516792615333976
TEST_669,27.169090113858985
TEST_670,79.8869645547504
TEST_671,52.767042884612074
TEST_672,54.49526460121152
TEST_673,74.09865120923911
TEST_674,41.31948833269254
TEST_675,18.724040012708617
TEST_676,130.63968807473992
TEST_677,60.75389328923975
TEST_678,83.7564059708682
TEST_679,99.35437532802484
TEST_680,99.92603657744067
TEST_681,46.97161890433097
TEST_682,28.79811086894961
TEST_683,79.69226951868998
TEST_684,37.51659139529004
TEST_685,34.37796964968312
TEST_686,40.028900658723245
TEST_687,28.480903054007086
TEST_688,59.532807255068064
TEST_689,114.34307772682136
TEST_690,64.16635562468797
TEST_691,120.95397899097956
TEST_692,22.545308314983295
TEST_693,22.696341380642416
TEST_694,73.54623556415712
TEST_695,74.61407768590986
TEST_696,99.87824825332551
TEST_697,38.07143608103112
TEST_698,34.754679619038974
TEST_699,59.77291105378742
TEST_700,84.93942822140538
TEST_701,28.065211507923795
TEST_702,38.72613461590687
TEST_703,97.5757906580734
TEST_704,123.00107976304022
TEST_705,40.62391061397432
TEST_706,72.30349992347864
TEST_707,24.769527344296307
TEST_708,38.914047884651055
TEST_709,155.61605802207183
TEST_710,159.84284547843131
TEST_711,22.196848554200066
TEST_712,63.79794419297454
TEST_713,74.14594061560038
TEST_714,27.91930443870384
TEST_715,72.30349992347864
TEST_716,127.34477171011848
TEST_717,24.0829677312498
TEST_718,41.29108331955442
TEST_719,95.43075966397895
TEST_720,99.12461228160993
TEST_721,58.767451575837256
TEST_722,60.79218156415119
TEST_723,59.79659813648565
TEST_724,37.66288121056811
TEST_725,37.05798731072292
TEST_726,40.57169669886774
TEST_727,78.07430397383834
TEST_728,36.897115333420224
TEST_729,37.03383535555652
TEST_730,76.08607671639692
TEST_731,35.59107553097463
TEST_732,22.895052104852322
TEST_733,62.408833844796625
TEST_734,25.08025919530722
TEST_735,100.5522138099115
TEST_736,46.575727015280364
TEST_737,120.77627389615837
TEST_738,40.350637163681334
TEST_739,26.525509252113384
TEST_740,28.15036436332787
TEST_741,23.63070141501914
TEST_742,18.05879659450483
TEST_743,63.86072389370406
TEST_744,34.923226686301035
TEST_745,22.32788628417072
TEST_746,72.48862460540884
TEST_747,80.11140935661625
TEST_748,69.7524365983614
TEST_749,22.790064127300784
TEST_750,63.97793851642411
TEST_751,69.13216481726448
TEST_752,78.28140606629279
TEST_753,17.58042426229868
TEST_754,90.20591854227263
TEST_755,28.124868919524193
TEST_756,83.40837021449549
TEST_757,52.77477931904991
TEST_758,120.41949082945403
TEST_759,34.26163681723114
TEST_760,40.84402066385679
TEST_761,46.951531182672085
TEST_762,46.67180644639879
TEST_763,29.0020256678679
TEST_764,74.76449240551474
TEST_765,100.16302313263215
TEST_766,155.48488313784122
TEST_767,65.32381070026557
TEST_768,22.906713966961647
TEST_769,90.5913157534303
TEST_770,34.96866482362755
TEST_771,28.274599740879836
TEST_772,34.072571465811166
TEST_773,21.207242993502256
TEST_774,40.16012531729802
TEST_775,34.347967575114126
TEST_776,47.00964127212692
TEST_777,97.30974825881961
TEST_778,22.704214050635915
TEST_779,72.34840500475836
TEST_780,28.378749078321604
TEST_781,63.75103317877974
TEST_782,118.81770359610067
TEST_783,17.968499213586316
TEST_784,159.86711740541733
TEST_785,64.53693439471544
TEST_786,63.756590709172876
TEST_787,127.74921359472577
TEST_788,79.43069681134698
TEST_789,74.96342568597575
TEST_790,60.11155257768662
TEST_791,23.501087969490538
TEST_792,160.29629099855617
TEST_793,150.802110959504
TEST_794,94.67594140837465
TEST_795,117.75278297091332
TEST_796,55.70908729393436
TEST_797,22.791168132338594
TEST_798,21.500206353923794
TEST_799,48.41872390586028
TEST_800,23.336935168012264
TEST_801,64.74890127867819
TEST_802,37.62828421795241
TEST_803,28.535476541219282
TEST_804,99.32245116049117
TEST_805,48.84820398370855
TEST_806,24.7902087923611
TEST_807,63.75103317877974
TEST_808,65.4066924994804
TEST_809,99.88252541272571
TEST_810,155.3431239437696
TEST_811,37.741236947512995
TEST_812,159.55353634818215
TEST_813,82.90987876837197
TEST_814,27.403313102049854
TEST_815,59.79626218427859
TEST_816,24.11704798193451
TEST_817,27.349064585815665
TEST_818,156.07781607697447
TEST_819,99.96671688496205
TEST_820,23.172261892609733
TEST_821,28.45435266361167
TEST_822,74.45468737819846
TEST_823,34.210707869148166
TEST_824,65.13468275863687
TEST_825,53.87526612273941
TEST_826,37.76893139947968
TEST_827,37.28160460059631
TEST_828,127.98811855240535
TEST_829,151.49466727271292
TEST_830,22.72657858925869
TEST_831,120.22601393590908
TEST_832,114.23437990411674
TEST_833,35.91394091127101
TEST_834,35.03740635862924
TEST_835,79.26884325677206
TEST_836,59.58004924355714
TEST_837,57.65648312690312
TEST_838,99.89903904143283
TEST_839,48.170392009865026
TEST_840,23.114740995009395
TEST_841,150.9591836752959
TEST_842,38.33911538214128
TEST_843,39.109023119972065
TEST_844,58.767451575837256
TEST_845,22.911382164960095
